Employee_Number,Age,Age_Group,Attrition,Business_Travel,Daily_Rate,Department,Distance_From_Home,Education,Education_Field,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Monthly_Rate,Num_Companies_Worked,Over_Time,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Satisfaction_Group,Stock_Option_Level,Total_Working_Years,Training_Times_Last_Year,Work_Life_Balance,Years_At_Company,Years_Since_Last_Promotion,Years_With_Curr_Manager,Date_Birth,Remote_Work
190,32,26-35,True,Unknown,1033,Research & Development,9,3,Medical,1,F,41,3,1, Laboratory Technician ,1,Unknown,4200,10224,7,False,22,4,1,Unknown,0,11,2,4,5,0,4,1991,False
194,30,26-35,False,Travel Rarely,99999,Research & Development,18,3,Life Sciences,1,F,75,3,1, Research Scientist ,3,Single,99999,23910,1,False,14,3,3,Unknown,0,11,4,2,5,0,4,1993,True
226,50,46-55,False,Travel Rarely,1452,Unknown,11,3,Unknown,3,F,53,3,5, Manager ,2,Unknown,99999,17053,3,Unknown,15,3,2,Unknown,0,11,5,3,5,4,4,1973,False
231,32,26-35,False,Unknown,120,Research & Development,6,5,Life Sciences,3,M,43,3,1, Research Scientist ,3,Unknown,99999,12430,3,False,20,4,1,Unknown,0,8,2,3,5,1,4,1991,False
240,45,36-45,False,Travel Rarely,1268,Sales,4,2,Unknown,3,F,30,3,2, Sales Executive ,1,Unknown,5006,6319,4,Unknown,11,3,1,Unknown,1,9,3,4,5,0,3,1978,False
262,43,36-45,False,Unknown,99999,Research & Development,7,3,Unknown,4,M,37,4,1, Research Scientist ,4,Divorced,99999,5228,4,False,14,3,4,Unknown,3,7,3,4,5,2,2,1980,True
283,29,26-35,True,Unknown,121,Sales,27,3,Marketing,2,F,35,3,3, Sales Executive ,4,Married,7639,24525,1,Unknown,22,4,4,Unknown,3,10,3,2,10,1,9,1994,True
308,31,26-35,False,Non Travel,99999,Research & Development,1,4,Medical,3,M,90,1,2, Manufacturing Director ,3,Unknown,99999,4381,0,Unknown,12,3,4,Unknown,1,6,2,3,5,1,4,1992,True
325,33,26-35,True,Unknown,813,Research & Development,14,3,Unknown,3,M,58,3,1, Laboratory Technician ,4,Married,99999,22149,5,True,13,3,3,Unknown,1,8,2,1,5,0,4,1990,False
355,31,26-35,True,Unknown,307,Research & Development,29,2,Unknown,3,M,71,2,1, Laboratory Technician ,2,Unknown,99999,11652,0,False,11,3,2,Unknown,0,11,2,4,5,1,4,1992,True
378,37,36-45,False,Unknown,228,Sales,6,4,Unknown,3,M,99999,3,2, Sales Executive ,4,Unknown,6502,22825,4,False,14,3,2,Unknown,1,11,5,4,5,0,1,1986,True
2203,50,46-55,False,Unknown,797,Research & Development,4,1,Unknown,1,M,96,3,5, Research Director ,2,Divorced,99999,15815,3,False,14,3,1,Unknown,2,28,4,2,10,1,6,1973,False
2204,42,36-45,False,Travel Frequently,555,Sales,26,3,Unknown,3,F,77,3,4, Sales Executive ,2,Married,13525,14864,5,Unknown,14,3,4,Unknown,1,11,2,3,20,4,8,1981,True
2205,27,26-35,False,Unknown,1377,Sales,2,3,Unknown,4,M,74,3,2, Sales Executive ,3,Unknown,99999,5242,1,True,11,3,1,Unknown,0,5,3,3,5,0,4,1996,True
449,27,26-35,False,Non Travel,210,Sales,1,1,Marketing,3,M,73,3,2, Sales Executive ,2,Unknown,6349,22107,0,True,13,3,4,Unknown,1,11,0,3,5,1,4,1996,True
466,41,36-45,False,Travel Rarely,483,Research & Development,6,3,Unknown,4,M,99999,2,2, Manufacturing Director ,2,Single,99999,10110,6,True,15,3,4,Unknown,0,11,3,3,5,1,2,1982,True
486,37,36-45,False,Travel Rarely,921,Research & Development,10,3,Medical,3,F,98,3,1, Laboratory Technician ,1,Unknown,99999,17663,6,False,20,4,2,Unknown,1,11,3,3,5,0,3,1986,True
492,40,36-45,True,Unknown,575,Sales,22,2,Unknown,3,M,68,2,2, Sales Executive ,3,Unknown,6380,6110,2,True,12,3,1,Unknown,2,8,6,3,6,1,0,1983,True
505,55,46-55,False,Unknown,1311,Unknown,2,3,Unknown,3,F,97,3,4, Manager ,4,Single,99999,23258,2,True,13,3,3,Unknown,0,11,2,3,5,1,2,1968,False
510,26,26-35,True,Travel Frequently,575,Research & Development,3,1,Unknown,3,M,73,3,1, Research Scientist ,1,Unknown,3102,6582,0,Unknown,22,4,3,Unknown,0,11,2,3,6,0,4,1997,True
2206,40,36-45,False,Travel Rarely,759,Sales,2,2,Marketing,4,F,46,3,2, Sales Executive ,2,Divorced,99999,22553,7,Unknown,12,3,3,Unknown,2,11,5,3,5,1,3,1983,True
527,25,18-25,False,Unknown,891,Sales,4,2,Unknown,2,F,99,2,2, Sales Executive ,4,Single,99999,12090,1,True,11,3,2,Unknown,0,5,3,3,5,1,3,1998,False
2207,30,26-35,False,Unknown,1082,Sales,12,3,Unknown,2,F,83,3,2, Sales Executive ,3,Single,99999,19558,0,False,11,3,2,Unknown,0,11,6,3,5,4,4,1993,True
2208,52,46-55,False,Travel Rarely,319,Research & Development,32,3,Unknown,4,M,99999,2,3, Manufacturing Director ,3,Married,99999,19609,2,Unknown,14,3,3,Unknown,0,11,4,3,5,0,4,1971,False
547,42,36-45,False,Travel Frequently,532,Research & Development,12,2,Unknown,1,F,92,3,2, Research Scientist ,3,Unknown,4556,12932,2,False,11,3,2,Unknown,1,19,3,3,5,0,2,1981,False
548,30,26-35,False,Travel Rarely,317,Research & Development,2,3,Life Sciences,3,F,43,1,2, Manufacturing Director ,4,Unknown,99999,24793,2,False,20,4,3,Unknown,0,11,2,3,5,0,2,1993,True
577,35,26-35,False,Travel Rarely,144,Research & Development,22,3,Life Sciences,4,M,46,1,1, Laboratory Technician ,3,Single,4230,19225,0,False,15,3,3,Unknown,0,11,2,3,5,4,3,1988,False
2209,31,26-35,False,Travel Rarely,688,Unknown,7,3,Unknown,3,M,44,2,3, Manager ,4,Divorced,99999,25291,9,Unknown,21,4,3,Unknown,1,10,3,2,5,0,1,1992,True
2210,35,26-35,False,Travel Rarely,195,Sales,1,3,Unknown,1,F,80,3,2, Sales Executive ,3,Single,4859,6698,1,Unknown,16,3,4,Unknown,0,5,3,3,5,0,3,1988,True
2211,25,18-25,False,Unknown,622,Unknown,13,1,Unknown,2,M,40,3,1, Sales Representative ,3,Unknown,99999,26376,1,Unknown,11,3,3,Unknown,0,7,1,3,7,0,6,1998,True
679,32,26-35,False,Travel Rarely,646,Research & Development,9,4,Unknown,1,F,92,3,2, Research Scientist ,4,Married,6322,18089,1,Unknown,12,3,4,Unknown,1,6,2,3,6,0,5,1991,False
785,47,46-55,True,Unknown,719,Sales,27,2,Life Sciences,2,F,77,4,2, Sales Executive ,3,Unknown,99999,10339,4,True,12,3,4,Unknown,0,8,2,3,5,1,3,1976,False
861,30,26-35,False,Travel Frequently,1012,Research & Development,5,4,Life Sciences,2,M,99999,2,1, Research Scientist ,4,Divorced,99999,2373,9,False,12,3,2,Unknown,1,10,3,2,5,0,3,1993,True
864,45,36-45,False,Unknown,930,Sales,9,3,Marketing,4,M,74,3,3, Sales Executive ,1,Divorced,10761,19239,4,True,12,3,3,Unknown,1,18,2,3,5,0,2,1978,False
878,36,36-45,False,Travel Rarely,1278,Unknown,8,3,Life Sciences,1,M,77,2,1, Human Resources ,1,Unknown,99999,8635,0,Unknown,21,4,3,Unknown,0,11,3,3,5,0,3,1987,True
895,31,26-35,False,Unknown,1222,Research & Development,11,4,Unknown,4,M,48,3,1, Research Scientist ,4,Unknown,99999,14871,3,Unknown,19,3,2,Unknown,1,11,2,3,6,0,2,1992,True
900,37,36-45,False,Travel Frequently,1231,Unknown,21,2,Medical,3,F,54,3,1, Sales Representative ,4,Married,2973,21222,5,Unknown,15,3,2,Unknown,1,11,3,3,5,0,0,1986,False
2212,39,36-45,False,Travel Rarely,1383,Unknown,2,3,Life Sciences,4,F,42,2,2, Human Resources ,4,Unknown,5204,7790,8,False,11,3,3,Unknown,2,13,2,3,5,0,4,1984,False
936,42,36-45,False,Unknown,462,Sales,14,2,Unknown,3,F,68,2,2, Sales Executive ,3,Unknown,99999,7824,7,Unknown,17,3,1,Unknown,0,11,6,3,5,0,3,1981,True
2213,30,26-35,False,Travel Rarely,231,Sales,8,2,Unknown,3,M,62,3,3, Sales Executive ,3,Unknown,99999,9977,5,False,11,3,1,Unknown,1,11,2,4,8,7,7,1993,False
997,50,46-55,False,Unknown,99999,Research & Development,1,2,Medical,4,M,66,3,4, Research Director ,4,Divorced,17399,6615,9,False,22,3,3,Unknown,1,32,1,2,5,1,3,1973,True
1048,59,56-65,False,Travel Rarely,1089,Sales,1,2,Unknown,2,M,66,3,3, Manager ,4,Unknown,99999,11038,3,True,14,3,3,Unknown,1,14,1,1,6,0,4,1964,True
2214,54,46-55,False,Unknown,1082,Sales,2,4,Life Sciences,3,F,41,2,3, Sales Executive ,3,Married,99999,8392,6,False,11,3,2,Unknown,1,13,4,3,9,7,0,1969,True
1071,56,56-65,False,Unknown,1240,Research & Development,9,3,Medical,1,F,63,3,1, Research Scientist ,3,Married,99999,12154,2,False,19,3,2,Unknown,1,18,4,3,5,0,3,1967,False
1116,48,46-55,False,Unknown,1262,Unknown,1,4,Unknown,1,M,35,4,4, Manager ,4,Single,16885,16154,2,False,22,3,3,Unknown,0,11,3,2,5,2,1,1975,True
1132,39,36-45,False,Unknown,439,Research & Development,9,3,Life Sciences,3,M,70,3,2, Laboratory Technician ,2,Single,99999,8770,9,False,15,3,3,Unknown,0,9,2,2,5,0,3,1984,False
2215,35,26-35,False,Travel Rarely,528,Unknown,8,4,Technical Degree,3,M,100,3,1, Human Resources ,3,Unknown,4323,7108,1,False,17,3,2,Unknown,0,6,2,1,5,1,4,1988,True
1171,42,36-45,False,Travel Rarely,647,Sales,4,4,Marketing,2,M,45,3,2, Sales Executive ,1,Single,5155,2253,7,False,13,3,4,Unknown,0,11,3,3,6,1,5,1981,False
1200,44,36-45,True,Unknown,1097,Research & Development,10,4,Unknown,3,M,96,3,1, Research Scientist ,3,Single,2936,10826,1,True,11,3,3,Unknown,0,6,4,3,6,0,2,1979,False
1202,29,26-35,False,Travel Rarely,942,Research & Development,15,1,Unknown,2,F,69,1,1, Research Scientist ,4,Married,99999,26933,0,True,18,3,1,Unknown,1,6,2,2,5,1,3,1994,False
2216,33,26-35,False,Unknown,147,Unknown,2,3,Human Resources,2,M,99,3,1, Human Resources ,3,Unknown,99999,8429,1,False,13,3,4,Unknown,1,5,2,3,5,1,4,1990,True
1245,54,46-55,False,Travel Frequently,966,Research & Development,1,4,Unknown,4,F,53,3,3, Manufacturing Director ,3,Unknown,99999,9659,7,False,17,3,1,Unknown,1,33,2,1,5,1,4,1969,False
1280,46,46-55,False,Unknown,168,Sales,4,2,Unknown,4,F,33,2,5, Manager ,2,Married,18789,9946,2,Unknown,14,3,3,Unknown,1,11,2,3,11,0,8,1977,True
2217,30,26-35,False,Non Travel,99999,Research & Development,9,2,Medical,3,F,72,3,2, Manufacturing Director ,3,Single,99999,12858,7,True,18,3,3,Unknown,0,10,3,3,8,1,7,1993,True
1309,32,26-35,True,Travel Rarely,1089,Research & Development,7,2,Life Sciences,4,M,79,3,2, Laboratory Technician ,3,Unknown,4883,22845,1,Unknown,18,3,1,Unknown,1,11,3,3,10,1,1,1991,True
2218,40,36-45,True,Unknown,299,Sales,25,4,Unknown,4,M,57,2,3, Sales Executive ,2,Single,99999,17235,2,True,12,3,3,Unknown,0,9,2,3,5,1,0,1983,True
1374,34,26-35,False,Non Travel,999,Research & Development,26,1,Unknown,1,F,92,2,1, Research Scientist ,3,Divorced,2029,15891,1,False,20,4,3,Unknown,3,5,2,3,5,0,0,1989,True
1390,39,36-45,False,Travel Rarely,1498,Sales,21,4,Unknown,1,M,44,2,2, Sales Executive ,4,Married,99999,3567,3,Unknown,12,3,4,Unknown,2,8,2,4,5,1,4,1984,False
2219,37,36-45,False,Unknown,1439,Research & Development,4,1,Unknown,3,M,54,3,1, Research Scientist ,3,Married,2996,5182,7,True,15,3,4,Unknown,0,8,2,3,6,1,3,1986,False
1395,33,26-35,False,Unknown,1111,Sales,41,1,Life Sciences,4,M,61,3,2, Sales Executive ,4,Married,99999,19293,6,Unknown,13,3,1,Unknown,0,8,2,4,5,1,2,1990,True
1397,39,36-45,False,Non Travel,1485,Research & Development,25,2,Unknown,3,M,71,3,3, Healthcare Representative ,3,Unknown,99999,3449,3,False,21,4,2,Unknown,1,13,2,3,6,0,5,1984,False
1409,52,46-55,False,Travel Rarely,258,Research & Development,8,4,Other,3,F,54,3,1, Laboratory Technician ,1,Married,99999,17363,9,False,13,3,3,Unknown,0,12,2,1,5,0,4,1971,True
1425,36,36-45,False,Unknown,1174,Sales,3,4,Unknown,1,F,99,3,2, Sales Executive ,2,Single,9278,20763,3,True,16,3,4,Unknown,0,15,3,3,5,0,1,1987,True
1435,36,36-45,False,Unknown,172,Research & Development,47,4,Life Sciences,4,M,99999,2,2, Laboratory Technician ,4,Single,99999,22604,1,Unknown,16,3,3,Unknown,0,10,2,2,10,1,8,1987,True
1445,24,18-25,False,Travel Rarely,99999,Sales,4,1,Unknown,4,F,42,3,2, Sales Executive ,3,Married,4162,15211,1,True,12,3,3,Unknown,2,11,3,3,5,0,3,1999,True
2220,34,26-35,False,Travel Rarely,401,Research & Development,1,3,Life Sciences,4,F,86,2,1, Laboratory Technician ,2,Unknown,99999,3708,5,False,17,3,1,Unknown,1,7,2,2,5,0,2,1989,False
1469,28,26-35,False,Unknown,866,Sales,5,3,Unknown,4,M,99999,3,2, Sales Executive ,1,Single,99999,23490,0,Unknown,18,3,4,Unknown,0,11,4,3,5,1,3,1995,True
2221,33,26-35,False,Travel Rarely,1099,Research & Development,4,4,Medical,1,F,82,2,1, Laboratory Technician ,2,Unknown,99999,8192,8,False,11,3,4,Unknown,0,8,5,3,5,0,2,1990,True
1503,47,46-55,False,Travel Rarely,571,Sales,14,3,Medical,3,F,99999,3,2, Sales Executive ,3,Married,99999,24200,3,Unknown,17,3,3,Unknown,1,11,4,2,5,1,2,1976,True
1534,40,36-45,True,Unknown,676,Research & Development,9,4,Life Sciences,4,M,86,3,1, Laboratory Technician ,1,Single,99999,21831,3,Unknown,14,3,2,Unknown,0,15,3,1,5,1,0,1983,False
1546,45,36-45,False,Travel Rarely,950,Research & Development,49,3,Technical Degree,4,M,97,3,1, Research Scientist ,4,Married,99999,4585,4,False,20,4,4,Unknown,1,11,3,3,5,0,3,1978,True
1548,40,36-45,False,Travel Rarely,1342,Sales,9,2,Unknown,1,M,47,3,2, Sales Executive ,1,Unknown,99999,19345,0,Unknown,12,3,4,Unknown,0,11,5,4,8,7,1,1983,True
2222,29,26-35,False,Unknown,995,Research & Development,2,1,Life Sciences,1,M,87,3,2, Healthcare Representative ,4,Unknown,8853,24483,1,Unknown,19,3,4,Unknown,1,6,0,4,6,1,3,1994,True
1598,40,36-45,False,Unknown,118,Sales,14,2,Life Sciences,4,F,84,3,2, Sales Executive ,1,Married,99999,11262,1,False,15,3,3,Unknown,1,5,2,3,5,1,2,1983,True
1599,43,36-45,False,Unknown,990,Research & Development,27,3,Unknown,4,M,87,4,1, Laboratory Technician ,2,Divorced,4876,5855,5,Unknown,12,3,3,Unknown,1,11,0,3,6,0,2,1980,False
1609,30,26-35,False,Unknown,241,Research & Development,7,3,Unknown,2,M,48,2,1, Research Scientist ,2,Unknown,2141,5348,1,False,12,3,2,Unknown,1,6,3,2,6,1,1,1993,True
1638,38,36-45,False,Unknown,99999,Research & Development,2,2,Unknown,4,F,54,2,3, Manufacturing Director ,3,Unknown,7756,14199,3,Unknown,19,3,4,Unknown,1,10,6,4,5,0,2,1985,True
1640,37,36-45,False,Travel Rarely,1470,Research & Development,10,3,Unknown,2,F,71,3,1, Research Scientist ,2,Married,3936,9953,1,Unknown,11,3,1,Unknown,1,8,2,1,8,7,7,1986,False
2223,39,36-45,False,Travel Rarely,492,Research & Development,12,3,Medical,4,M,66,3,2, Manufacturing Director ,2,Unknown,99999,7693,4,False,21,4,3,Unknown,0,11,3,3,5,1,0,1984,True
1664,36,36-45,False,Travel Rarely,1040,Research & Development,11,2,Life Sciences,2,M,79,4,2, Healthcare Representative ,1,Divorced,6842,26308,6,False,20,4,1,Unknown,1,13,3,3,5,0,4,1987,True
1684,23,18-25,True,Travel Rarely,1320,Research & Development,8,1,Medical,4,M,93,2,1, Laboratory Technician ,3,Single,3989,20586,1,Unknown,11,3,1,Unknown,0,5,2,3,5,1,2,2000,True
1704,35,26-35,False,Unknown,146,Research & Development,2,4,Unknown,1,M,79,2,1, Research Scientist ,4,Unknown,4930,13970,0,True,14,3,3,Unknown,0,6,2,4,5,1,4,1988,True
1736,31,26-35,False,Travel Frequently,163,Research & Development,24,1,Technical Degree,4,F,30,3,2, Manufacturing Director ,4,Single,99999,6670,2,Unknown,20,4,4,Unknown,0,9,3,2,5,1,4,1992,True
1782,38,36-45,False,Travel Rarely,1153,Research & Development,6,2,Other,4,F,40,2,1, Laboratory Technician ,3,Married,3702,16376,1,False,11,3,2,Unknown,1,5,3,3,5,0,4,1985,True
1826,35,26-35,False,Unknown,185,Research & Development,23,4,Medical,2,M,91,1,1, Laboratory Technician ,3,Married,2705,9696,0,Unknown,16,3,2,Unknown,1,6,2,4,5,0,3,1988,True
2224,40,36-45,False,Unknown,750,Research & Development,12,3,Unknown,2,F,47,3,2, Healthcare Representative ,1,Unknown,4448,10748,2,Unknown,12,3,2,Unknown,1,15,3,3,7,7,7,1983,True
1850,27,26-35,False,Travel Frequently,1297,Research & Development,48,2,Unknown,4,F,99999,3,1, Laboratory Technician ,4,Single,2379,19826,0,True,14,3,3,Unknown,0,6,3,2,5,0,2,1996,True
1909,41,36-45,False,Unknown,337,Sales,8,3,Unknown,3,F,54,3,2, Sales Executive ,2,Unknown,99999,26841,5,False,21,4,3,Unknown,1,14,3,3,5,1,4,1982,True
1924,33,26-35,False,Travel Rarely,217,Sales,15,4,Marketing,2,M,43,3,2, Sales Executive ,3,Single,5487,10410,1,False,14,3,2,Unknown,0,11,2,2,10,0,9,1990,False
1941,49,46-55,False,Unknown,1064,Research & Development,2,1,Life Sciences,2,M,42,3,5, Research Director ,4,Married,99999,13738,3,False,15,3,4,Unknown,0,28,3,3,5,4,3,1974,False
1949,36,36-45,False,Non Travel,1351,Research & Development,9,4,Unknown,1,M,66,4,1, Laboratory Technician ,2,Unknown,2810,9238,1,False,22,4,2,Unknown,0,5,3,3,5,0,2,1987,True
2225,41,36-45,False,Unknown,930,Sales,3,3,Life Sciences,3,M,57,2,2, Sales Executive ,2,Divorced,8938,12227,2,Unknown,11,3,3,Unknown,1,14,5,3,5,0,4,1982,False
2226,29,26-35,False,Unknown,468,Research & Development,41,4,Medical,4,F,73,2,1, Research Scientist ,1,Single,99999,8489,1,False,14,3,2,Unknown,0,5,3,1,5,0,4,1994,True
2227,31,26-35,False,Non Travel,99999,Research & Development,5,3,Medical,2,M,74,3,2, Manufacturing Director ,1,Unknown,9936,3787,0,False,19,3,2,Unknown,0,10,2,3,9,1,7,1992,True
27,36,36-45,True,Travel Rarely,1218,Unknown,9,4,Life Sciences,3,M,82,2,1, Sales Representative ,1,Single,99999,6986,7,False,23,4,2,Unknown,0,11,4,3,5,0,3,1987,False
46,43,36-45,False,Travel Rarely,1273,Research & Development,2,2,Medical,4,F,72,4,1, Research Scientist ,3,Unknown,99999,21923,1,False,12,3,4,Unknown,2,6,3,2,5,1,4,1980,False
52,33,26-35,False,Travel Frequently,1141,Sales,18,3,Life Sciences,2,F,42,4,2, Sales Executive ,1,Married,99999,3193,2,False,19,3,1,Unknown,2,11,3,3,5,1,3,1990,False
68,44,36-45,False,Unknown,1488,Sales,1,5,Marketing,2,F,75,3,2, Sales Executive ,1,Unknown,5454,4009,5,Unknown,21,4,3,Unknown,1,9,2,2,4,1,3,1979,False
79,38,36-45,False,Unknown,653,Research & Development,29,5,Life Sciences,4,F,50,3,2, Laboratory Technician ,4,Single,99999,5456,1,False,11,3,4,Unknown,0,10,2,3,10,9,9,1985,True
80,50,46-55,False,Unknown,989,Research & Development,7,2,Medical,2,F,43,2,5, Research Director ,3,Divorced,18740,16701,5,Unknown,12,3,4,Unknown,1,11,2,2,27,13,8,1973,False
91,59,56-65,False,Travel Frequently,1225,Sales,1,1,Unknown,1,F,57,2,2, Sales Executive ,3,Single,5473,24668,7,False,11,3,4,Unknown,0,20,2,2,4,1,3,1964,False
119,40,36-45,False,Travel Frequently,530,Research & Development,1,4,Life Sciences,3,M,78,2,4, Healthcare Representative ,2,Married,13503,14115,1,False,22,4,4,Unknown,1,22,3,2,22,11,11,1983,False
126,54,46-55,False,Travel Rarely,1217,Research & Development,2,4,Technical Degree,1,F,60,3,3, Research Director ,3,Unknown,13549,24001,9,False,12,3,1,Unknown,1,16,5,1,4,0,3,1969,False
2228,50,46-55,False,Unknown,99999,Research & Development,47,3,Unknown,1,F,73,3,5, Research Director ,2,Unknown,18172,9755,3,True,19,3,1,Unknown,0,28,1,2,8,0,7,1973,True
148,54,46-55,False,Non Travel,142,Unknown,26,3,Unknown,4,F,99999,4,4, Manager ,4,Single,99999,13871,2,Unknown,12,3,3,Unknown,0,11,3,3,5,4,4,1969,True
150,24,18-25,False,Unknown,1127,Research & Development,18,1,Life Sciences,2,M,52,3,1, Laboratory Technician ,3,Married,2774,13257,0,False,12,3,3,Unknown,1,11,2,3,5,1,2,1999,True
2229,37,36-45,False,Travel Rarely,1189,Sales,3,3,Life Sciences,3,M,87,3,3, Sales Executive ,4,Unknown,99999,14506,2,False,12,3,1,Unknown,0,11,3,3,5,1,3,1986,True
198,30,26-35,False,Travel Rarely,1427,Research & Development,2,1,Unknown,2,M,35,2,1, Laboratory Technician ,4,Single,99999,11162,0,False,13,3,4,Unknown,0,6,3,3,5,1,2,1993,True
216,34,26-35,False,Travel Frequently,303,Unknown,10,4,Unknown,2,F,75,3,1, Sales Representative ,3,Unknown,99999,11314,6,False,18,3,4,Unknown,1,11,3,3,4,1,2,1989,False
2230,57,56-65,False,Travel Rarely,334,Research & Development,24,2,Unknown,3,M,83,4,3, Healthcare Representative ,4,Divorced,9439,23402,3,Unknown,16,3,2,Unknown,1,12,2,1,5,1,4,1966,True
230,38,36-45,False,Travel Rarely,702,Sales,1,4,Life Sciences,1,F,99999,2,2, Sales Executive ,4,Single,99999,12930,4,Unknown,22,3,3,Unknown,0,12,2,4,8,0,7,1985,False
2231,41,36-45,True,Travel Rarely,99999,Unknown,20,2,Marketing,2,F,70,3,1, Sales Representative ,2,Unknown,99999,21728,1,True,22,4,4,Unknown,0,4,5,2,4,0,2,1982,True
270,42,36-45,False,Unknown,926,Research & Development,21,2,Unknown,3,F,36,3,2, Manufacturing Director ,3,Divorced,5265,16439,2,Unknown,16,3,2,Unknown,1,11,5,3,5,0,2,1981,False
277,34,26-35,False,Unknown,878,Research & Development,10,4,Unknown,4,M,43,3,1, Research Scientist ,3,Divorced,3815,5972,1,True,17,3,4,Unknown,1,11,4,4,5,2,0,1989,True
299,30,26-35,True,Unknown,334,Sales,26,4,Unknown,3,F,52,2,2, Sales Executive ,1,Unknown,99999,22967,5,Unknown,15,3,3,Unknown,0,9,5,2,6,0,1,1993,True
315,29,26-35,True,Travel Rarely,896,Research & Development,13,1,Medical,2,M,86,2,1, Research Scientist ,4,Single,2389,14961,1,Unknown,13,3,3,Unknown,0,4,3,3,4,0,1,1994,True
330,32,26-35,False,Unknown,1401,Unknown,4,2,Unknown,3,F,56,3,1, Sales Representative ,2,Married,99999,20990,2,False,11,3,1,Unknown,1,11,5,3,4,1,2,1991,False
369,25,18-25,False,Unknown,675,Research & Development,5,2,Life Sciences,2,M,85,4,2, Healthcare Representative ,1,Unknown,4000,18384,1,False,12,3,4,Unknown,2,6,2,3,6,1,5,1998,True
386,53,46-55,False,Unknown,1070,Research & Development,3,4,Unknown,3,M,45,3,4, Research Director ,3,Married,17584,21016,3,True,16,3,4,Unknown,3,21,5,2,5,1,3,1970,True
390,26,26-35,False,Unknown,496,Research & Development,11,2,Medical,1,M,60,3,2, Healthcare Representative ,1,Married,99999,22722,1,Unknown,13,3,3,Unknown,1,5,3,3,5,3,3,1997,True
2232,28,26-35,False,Unknown,1117,Research & Development,8,2,Unknown,4,F,66,3,1, Research Scientist ,4,Unknown,99999,4488,1,False,21,4,4,Unknown,0,11,3,3,5,0,2,1995,True
412,28,26-35,False,Travel Rarely,1476,Research & Development,16,2,Medical,2,M,68,4,2, Healthcare Representative ,1,Single,5661,4824,0,Unknown,19,3,3,Unknown,0,9,2,3,8,0,7,1995,True
422,58,56-65,False,Unknown,390,Research & Development,1,4,Life Sciences,4,M,32,1,2, Healthcare Representative ,3,Divorced,99999,17056,2,True,13,3,4,Unknown,1,11,2,3,5,1,2,1965,True
434,27,26-35,False,Travel Rarely,1220,Research & Development,5,3,Unknown,3,F,85,3,1, Research Scientist ,2,Single,99999,20938,1,Unknown,12,3,2,Unknown,0,4,2,3,4,1,2,1996,True
450,54,46-55,False,Travel Frequently,928,Research & Development,20,4,Life Sciences,4,F,31,3,2, Research Scientist ,3,Unknown,4869,16885,3,Unknown,12,3,4,Unknown,0,20,4,2,4,0,3,1969,False
2233,40,36-45,False,Travel Rarely,1124,Sales,45,2,Unknown,4,M,57,1,2, Sales Executive ,4,Married,99999,13273,2,Unknown,22,4,3,Unknown,3,11,2,2,4,0,2,1983,True
469,29,26-35,False,Non Travel,746,Sales,2,3,Life Sciences,4,M,61,3,2, Sales Executive ,3,Unknown,4649,16928,1,Unknown,14,3,1,Unknown,1,11,3,2,4,0,2,1994,True
491,50,46-55,False,Travel Rarely,1046,Research & Development,10,3,Unknown,4,M,100,2,3, Healthcare Representative ,4,Unknown,10496,2755,6,False,15,3,4,Unknown,0,20,2,3,4,1,3,1973,False
554,24,18-25,True,Travel Rarely,1448,Unknown,1,1,Technical Degree,1,F,62,3,1, Sales Representative ,2,Single,99999,21972,1,True,16,3,2,Unknown,0,6,4,3,5,1,4,1999,True
2234,30,26-35,False,Unknown,1400,Research & Development,37,3,Unknown,4,M,53,3,1, Laboratory Technician ,4,Married,99999,16734,4,Unknown,15,3,3,Unknown,1,9,3,1,5,1,4,1993,False
579,34,26-35,False,Unknown,1303,Research & Development,2,4,Unknown,4,M,62,2,1, Research Scientist ,3,Unknown,2768,8416,3,Unknown,12,3,3,Unknown,1,14,3,3,7,5,7,1989,True
